epoch;column1;column2;column3;column4;column5;column6;column7;column8;column9;column10;column11;column12;column13
1614432839;1.00;1.00;;;;24.14;42.37;99442.00;0.00;;;;
1614432849;1.00;1.00;;;;24.14;42.41;99442.00;0.00;;;;
1614432859;1.00;1.00;;;;24.13;42.36;99445.00;0.00;;;;
1614432869;1.00;1.00;;;;24.12;42.33;99443.00;0.00;;;;
1614432879;1.00;1.00;;;;24.12;42.32;99444.00;0.00;;;;
1614432889;1.00;1.00;;;;24.13;42.36;99445.00;0.00;;;;
1614432899;1.00;1.00;;;;24.13;42.31;99444.00;0.00;;;;
1614432909;1.00;1.00;;;;24.13;42.33;99444.00;0.00;;;;
1614432919;1.00;1.00;;;;24.13;42.33;99445.00;0.00;;;;
1614432929;1.00;1.00;;;;24.13;42.32;99445.00;0.00;;;;
1614432939;1.00;1.00;;;;24.13;42.30;99446.00;0.00;;;;
1614432949;1.00;1.00;;;;24.13;42.32;99446.00;0.00;;;;
1614432959;1.00;1.00;;;;24.13;42.31;99446.00;0.00;;;;
1614432969;1.00;1.00;;;;24.13;42.33;99444.00;0.00;;;;
1614432979;1.00;1.00;;;;24.13;42.31;99444.00;0.00;;;;
1614432989;1.00;1.00;;;;24.13;42.31;99443.00;0.00;;;;
1614432999;1.00;1.00;;;;24.13;42.33;99444.00;0.00;;;;
1614433009;1.00;1.00;;;;24.13;42.33;99445.00;0.00;;;;
1614433019;1.00;1.00;;;;24.13;42.32;99444.00;0.00;;;;
1614433029;1.00;1.00;;;;24.13;42.32;99446.00;0.00;;;;
1614433039;1.00;1.00;;;;24.12;42.32;99444.00;0.00;;;;
1614433049;1.00;1.00;;;;24.12;42.32;99444.00;0.00;;;;
1614433059;1.00;1.00;;;;24.11;42.29;99446.00;0.00;;;;
1614433069;1.00;1.00;;;;24.11;42.29;99446.00;0.00;;;;
1614433079;1.00;1.00;;;;24.11;42.30;99446.00;0.00;;;;
1614433089;1.00;1.00;;;;24.12;42.29;99445.00;0.00;;;;
1614433099;1.00;1.00;;;;24.11;42.29;99446.00;0.00;;;;
1614433109;1.00;1.00;;;;24.12;42.27;99446.00;0.00;;;;
1614433119;1.00;1.00;;;;24.12;42.31;99446.00;0.00;;;;
1614433129;1.00;1.00;;;;24.11;42.30;99446.00;0.00;;;;
1614433139;1.00;1.00;;;;24.11;42.30;99446.00;0.00;;;;
1614433149;1.00;1.00;;;;24.10;42.29;99441.00;0.00;;;;
1614433159;1.00;1.00;;;;24.10;42.29;99440.00;0.00;;;;
1614433169;1.00;1.00;;;;24.11;42.26;99445.00;0.00;;;;
1614433179;1.00;1.00;;;;24.10;42.25;99441.00;0.00;;;;
1614433189;1.00;1.00;;;;24.10;42.25;99441.00;0.00;;;;
1614433199;1.00;1.00;;;;24.11;42.25;99446.00;0.00;;;;
1614433209;1.00;1.00;;;;24.11;42.23;99445.00;0.00;;;;
1614433219;1.00;1.00;;;;24.11;42.23;99445.00;0.00;;;;
1614433229;1.00;1.00;;;;24.11;42.23;99446.00;0.00;;;;
1614433239;1.00;1.00;;;;24.10;42.21;99440.00;0.00;;;;
1614433249;1.00;1.00;;;;24.10;42.24;99441.00;0.00;;;;
1614433259;1.00;1.00;;;;24.10;42.24;99441.00;0.00;;;;
1614433269;1.00;1.00;;;;24.10;42.23;99440.00;0.00;;;;
1614433279;1.00;1.00;;;;24.10;42.19;99439.00;0.00;;;;
1614433289;1.00;1.00;;;;24.10;42.19;99439.00;0.00;;;;
1614433299;1.00;1.00;;;;24.10;42.17;99440.00;0.00;;;;
1614433309;1.00;1.00;;;;24.09;42.16;99441.00;0.00;;;;
1614433319;1.00;1.00;;;;24.09;42.14;99443.00;0.00;;;;
1614433329;1.00;1.00;;;;24.09;42.18;99442.00;0.00;;;;
1614433339;1.00;1.00;;;;24.09;42.17;99443.00;0.00;;;;
1614433349;1.00;1.00;;;;24.08;42.13;99440.00;0.00;;;;
1614433359;1.00;1.00;;;;24.08;42.14;99440.00;0.00;;;;
1614433369;1.00;1.00;;;;24.08;42.14;99442.00;0.00;;;;
1614433379;1.00;1.00;;;;24.07;42.14;99443.00;0.00;;;;
1614433389;1.00;1.00;;;;24.08;42.15;99442.00;0.00;;;;
1614433399;1.00;1.00;;;;24.08;42.14;99442.00;0.00;;;;
1614433409;1.00;1.00;;;;24.08;42.15;99442.00;0.00;;;;
1614433419;1.00;1.00;;;;24.08;42.36;99443.00;0.00;;;;
1614433429;1.00;1.00;;;;24.08;42.15;99442.00;0.00;;;;
1614433439;1.00;1.00;;;;24.08;42.19;99442.00;0.00;;;;
1614433449;1.00;1.00;;;;24.08;42.19;99441.00;0.00;;;;
1614433459;1.00;1.00;;;;24.08;42.18;99441.00;0.00;;;;
1614433469;1.00;1.00;;;;24.08;42.18;99441.00;0.00;;;;
1614433479;1.00;1.00;;;;24.07;42.20;99443.00;0.00;;;;
1614433489;1.00;1.00;;;;24.06;42.16;99440.00;0.00;;;;
1614433499;1.00;1.00;;;;24.06;42.20;99441.00;0.00;;;;
1614433509;1.00;1.00;;;;24.06;42.23;99440.00;0.00;;;;
1614433519;1.00;1.00;;;;24.06;42.22;99440.00;0.00;;;;
1614433529;1.00;1.00;;;;24.06;42.25;99440.00;0.00;;;;
1614433539;1.00;1.00;;;;24.06;42.21;99442.00;0.00;;;;
1614433549;1.00;1.00;;;;24.06;42.22;99440.00;0.00;;;;
1614433559;1.00;1.00;;;;24.05;42.17;99440.00;0.00;;;;
1614433569;1.00;1.00;;;;24.04;42.21;99438.00;0.00;;;;
1614433579;1.00;1.00;;;;24.04;42.24;99439.00;0.00;;;;
1614433589;1.00;1.00;;;;24.04;42.23;99440.00;0.00;;;;
1614433599;1.00;1.00;;;;24.04;42.23;99440.00;0.00;;;;
1614433609;1.00;1.00;;;;24.03;42.22;99441.00;0.00;;;;
1614433619;1.00;1.00;;;;24.03;42.23;99441.00;0.00;;;;
1614433629;1.00;1.00;;;;24.02;42.23;99439.00;0.00;;;;
1614433639;1.00;1.00;;;;24.02;42.25;99439.00;0.00;;;;
1614433649;1.00;1.00;;;;24.02;42.25;99439.00;0.00;;;;
1614433659;1.00;1.00;;;;24.02;42.27;99439.00;0.00;;;;
1614433669;1.00;1.00;;;;24.03;42.25;99440.00;0.00;;;;
1614433679;1.00;1.00;;;;24.02;42.24;99440.00;0.00;;;;
1614433689;1.00;1.00;;;;24.02;42.27;99441.00;0.00;;;;
1614433699;1.00;1.00;;;;24.02;42.28;99441.00;0.00;;;;
1614433709;1.00;1.00;;;;24.02;42.24;99440.00;0.00;;;;
1614433719;1.00;1.00;;;;24.01;42.23;99439.00;0.00;;;;
1614433729;1.00;1.00;;;;24.00;42.25;99441.00;0.00;;;;
1614433739;1.00;1.00;;;;24.00;42.28;99440.00;0.00;;;;
1614433749;1.00;1.00;;;;24.01;42.26;99442.00;0.00;;;;
1614433759;1.00;1.00;;;;24.01;42.26;99441.00;0.00;;;;
1614433769;1.00;1.00;;;;24.01;42.26;99442.00;0.00;;;;
1614433779;1.00;1.00;;;;24.02;42.25;99440.00;0.00;;;;
1614433789;1.00;1.00;;;;24.02;42.24;99440.00;0.00;;;;
1614433799;1.00;1.00;;;;24.02;42.27;99440.00;0.00;;;;
1614433809;1.00;1.00;;;;24.01;42.23;99442.00;0.00;;;;
1614433819;1.00;1.00;;;;24.01;42.23;99441.00;0.00;;;;
1614433829;1.00;1.00;;;;24.01;42.42;99441.00;0.00;;;;
1614433839;1.00;1.00;;;;24.02;42.23;99440.00;0.00;;;;
1614433849;1.00;1.00;;;;24.02;42.23;99440.00;0.00;;;;
1614433859;1.00;1.00;;;;24.02;42.22;99439.00;0.00;;;;
1614433869;1.00;1.00;;;;24.02;42.23;99439.00;0.00;;;;
1614433879;1.00;1.00;;;;24.01;42.23;99440.00;0.00;;;;
1614433889;1.00;1.00;;;;24.01;42.24;99440.00;0.00;;;;
1614433899;1.00;1.00;;;;24.01;42.26;99442.00;0.00;;;;
1614433909;1.00;1.00;;;;24.01;42.25;99441.00;0.00;;;;
1614433919;1.00;1.00;;;;24.00;42.29;99439.00;0.00;;;;
1614433929;1.00;1.00;;;;23.99;42.26;99440.00;0.00;;;;
1614433939;1.00;1.00;;;;23.99;42.25;99440.00;0.00;;;;
1614433949;1.00;1.00;;;;23.99;42.27;99441.00;0.00;;;;
1614433959;1.00;1.00;;;;24.00;42.29;99441.00;0.00;;;;
1614433969;1.00;1.00;;;;23.99;42.29;99441.00;0.00;;;;
1614433979;1.00;1.00;;;;24.00;42.29;99441.00;0.00;;;;
1614433989;1.00;1.00;;;;24.00;42.30;99443.00;0.00;;;;
1614433999;1.00;1.00;;;;24.00;42.30;99443.00;0.00;;;;
1614434009;1.00;1.00;;;;23.99;42.26;99444.00;0.00;;;;
1614434019;1.00;1.00;;;;23.99;42.30;99443.00;0.00;;;;
1614434029;1.00;1.00;;;;23.99;42.26;99440.00;0.00;;;;
1614434039;1.00;1.00;;;;23.99;42.29;99444.00;0.00;;;;
1614434049;1.00;1.00;;;;23.99;42.25;99441.00;0.00;;;;
1614434059;1.00;1.00;;;;23.99;42.26;99444.00;0.00;;;;
1614434069;1.00;1.00;;;;23.99;42.26;99444.00;0.00;;;;
1614434079;1.00;1.00;;;;23.99;42.27;99444.00;0.00;;;;
1614434089;1.00;1.00;;;;23.98;42.26;99442.00;0.00;;;;
1614434099;1.00;1.00;;;;23.99;42.26;99442.00;0.00;;;;
1614434109;1.00;1.00;;;;23.98;42.24;99442.00;0.00;;;;
1614434119;1.00;1.00;;;;23.98;42.25;99442.00;0.00;;;;
1614434129;1.00;1.00;;;;23.99;42.25;99442.00;0.00;;;;
1614434139;1.00;1.00;;;;23.98;42.26;99442.00;0.00;;;;
1614434149;1.00;1.00;;;;23.98;42.07;99444.00;0.00;;;;
1614434159;1.00;1.00;;;;23.98;42.24;99444.00;0.00;;;;
1614434169;1.00;1.00;;;;23.98;42.26;99444.00;0.00;;;;
1614434179;1.00;1.00;;;;23.98;42.24;99443.00;0.00;;;;
1614434189;1.00;1.00;;;;23.97;42.24;99443.00;0.00;;;;
1614434199;1.00;1.00;;;;23.97;42.25;99445.00;0.00;;;;
1614434209;1.00;1.00;;;;23.97;42.25;99443.00;0.00;;;;
1614434219;1.00;1.00;;;;23.97;42.22;99444.00;0.00;;;;
1614434229;1.00;1.00;;;;23.97;42.22;99443.00;0.00;;;;
1614434239;1.00;1.00;;;;23.97;42.22;99442.00;0.00;;;;
1614434249;1.00;1.00;;;;23.96;42.22;99442.00;0.00;;;;
1614434259;1.00;1.00;;;;23.97;42.20;99441.00;0.00;;;;
1614434269;1.00;1.00;;;;23.97;42.22;99440.00;0.00;;;;
1614434279;1.00;1.00;;;;23.96;42.22;99441.00;0.00;;;;
1614434289;1.00;1.00;;;;23.96;42.21;99441.00;0.00;;;;
1614434299;1.00;1.00;;;;23.96;42.25;99442.00;0.00;;;;
1614434309;1.00;1.00;;;;23.96;42.22;99442.00;0.00;;;;
1614434319;1.00;1.00;;;;23.95;42.22;99443.00;0.00;;;;
1614434329;1.00;1.00;;;;23.95;42.22;99442.00;0.00;;;;
1614434339;1.00;1.00;;;;23.96;42.25;99441.00;0.00;;;;
1614434349;1.00;1.00;;;;23.96;42.21;99441.00;0.00;;;;
1614434359;1.00;1.00;;;;23.96;42.21;99441.00;0.00;;;;
1614434369;1.00;1.00;;;;23.95;42.22;99441.00;0.00;;;;
1614434379;1.00;1.00;;;;23.94;42.22;99440.00;0.00;;;;
1614434389;1.00;1.00;;;;23.94;42.22;99441.00;0.00;;;;
1614434399;1.00;1.00;;;;23.95;42.21;99441.00;0.00;;;;
1614434409;1.00;1.00;;;;23.95;42.21;99440.00;0.00;;;;
1614434419;1.00;1.00;;;;23.94;42.26;99439.00;0.00;;;;
1614434429;1.00;1.00;;;;23.93;42.27;99441.00;0.00;;;;
1614434439;1.00;1.00;;;;23.93;42.27;99441.00;0.00;;;;
1614434449;1.00;1.00;;;;23.93;42.28;99440.00;0.00;;;;
1614434459;1.00;1.00;;;;23.93;42.28;99441.00;0.00;;;;
1614434469;1.00;1.00;;;;23.94;42.29;99441.00;0.00;;;;
1614434479;1.00;1.00;;;;23.94;42.26;99440.00;0.00;;;;
1614434489;1.00;1.00;;;;23.93;42.28;99440.00;0.00;;;;
1614434499;1.00;1.00;;;;23.93;42.28;99438.00;0.00;;;;
1614434509;1.00;1.00;;;;23.93;42.29;99440.00;0.00;;;;
1614434519;1.00;1.00;;;;23.93;42.31;99440.00;0.00;;;;
1614434529;1.00;1.00;;;;23.92;42.31;99440.00;0.00;;;;
1614434539;1.00;1.00;;;;23.92;42.35;99440.00;0.00;;;;
1614434549;1.00;1.00;;;;23.92;42.35;99442.00;0.00;;;;
1614434559;1.00;1.00;;;;23.91;42.40;99441.00;0.00;;;;
1614434569;1.00;1.00;;;;23.91;42.38;99442.00;0.00;;;;
1614434579;1.00;1.00;;;;23.91;42.38;99438.00;0.00;;;;
1614434589;1.00;1.00;;;;23.91;42.40;99439.00;0.00;;;;
1614434599;1.00;1.00;;;;23.91;42.40;99438.00;0.00;;;;
1614434609;1.00;1.00;;;;23.90;42.41;99441.00;0.00;;;;
1614434619;1.00;1.00;;;;23.90;42.42;99438.00;0.00;;;;
1614434629;1.00;1.00;;;;23.91;42.43;99440.00;0.00;;;;
1614434639;1.00;1.00;;;;23.90;42.43;99438.00;0.00;;;;
1614434649;1.00;1.00;;;;23.90;42.43;99441.00;0.00;;;;
1614434659;1.00;1.00;;;;23.90;42.42;99439.00;0.00;;;;
1614434669;1.00;1.00;;;;23.90;42.41;99439.00;0.00;;;;
1614434679;1.00;1.00;;;;23.90;42.45;99439.00;0.00;;;;
1614434689;1.00;1.00;;;;23.90;42.44;99438.00;0.00;;;;
1614434699;1.00;1.00;;;;23.90;42.45;99437.00;0.00;;;;
1614434709;1.00;1.00;;;;23.90;42.44;99437.00;0.00;;;;
1614434719;1.00;1.00;;;;23.90;42.44;99437.00;0.00;;;;
1614434729;1.00;1.00;;;;23.90;42.45;99438.00;0.00;;;;
1614434739;1.00;1.00;;;;23.89;42.46;99437.00;0.00;;;;
1614434749;1.00;1.00;;;;23.89;42.46;99439.00;0.00;;;;
1614434759;1.00;1.00;;;;23.89;42.46;99439.00;0.00;;;;
1614434769;1.00;1.00;;;;23.89;42.49;99438.00;0.00;;;;
1614434779;1.00;1.00;;;;23.88;42.46;99438.00;0.00;;;;
1614434789;1.00;1.00;;;;23.89;42.49;99438.00;0.00;;;;
1614434799;1.00;1.00;;;;23.88;42.49;99438.00;0.00;;;;
1614434809;1.00;1.00;;;;23.89;42.48;99436.00;0.00;;;;
1614434819;1.00;1.00;;;;23.89;42.48;99437.00;0.00;;;;
1614434829;1.00;1.00;;;;23.89;42.51;99436.00;0.00;;;;
1614434838;1.00;1.00;;;;23.88;42.52;99435.00;0.00;;;;
1614434909;1.00;1.00;;;;23.89;42.50;99437.00;0.00;;;;
1614434915;1.00;1.00;;;;23.88;42.50;99437.00;0.00;;;;
1614434925;1.00;1.00;;;;23.88;42.48;99437.00;0.00;;;;
1614434935;1.00;1.00;;;;23.88;42.49;99436.00;0.00;;;;
1614434945;1.00;1.00;;;;23.89;42.49;99436.00;0.00;;;;
1614434955;1.00;1.00;;;;23.89;42.50;99436.00;0.00;;;;
1614434965;1.00;1.00;;;;23.88;42.52;99436.00;0.00;;;;
1614434975;1.00;1.00;;;;23.89;42.51;99436.00;0.00;;;;
1614434985;1.00;1.00;;;;23.88;42.77;99437.00;0.00;;;;
1614434995;1.00;1.00;;;;23.88;42.51;99437.00;0.00;;;;
1614435005;1.00;1.00;;;;23.88;42.51;99434.00;0.00;;;;
1614435015;1.00;1.00;;;;23.89;42.55;99435.00;0.00;;;;
1614435025;1.00;1.00;;;;23.88;42.57;99436.00;0.00;;;;
1614435035;1.00;1.00;;;;23.88;42.59;99438.00;0.00;;;;
1614435045;1.00;1.00;;;;23.88;42.57;99437.00;0.00;;;;
1614435055;1.00;1.00;;;;23.88;42.60;99438.00;0.00;;;;
1614435065;1.00;1.00;;;;23.87;42.62;99439.00;0.00;;;;
1614435075;1.00;1.00;;;;23.87;42.63;99435.00;0.00;;;;
1614435085;1.00;1.00;;;;23.87;42.64;99434.00;0.00;;;;
1614435095;1.00;1.00;;;;23.87;42.63;99435.00;0.00;;;;
1614435105;1.00;1.00;;;;23.87;42.66;99435.00;0.00;;;;
1614435115;1.00;1.00;;;;23.87;42.65;99435.00;0.00;;;;
1614435125;1.00;1.00;;;;23.87;42.66;99436.00;0.00;;;;
1614435135;1.00;1.00;;;;23.86;42.66;99435.00;0.00;;;;
1614435145;1.00;1.00;;;;23.86;42.69;99435.00;0.00;;;;
1614435155;1.00;1.00;;;;23.86;42.71;99437.00;0.00;;;;
1614435165;1.00;1.00;;;;23.85;42.71;99433.00;0.00;;;;
1614435175;1.00;1.00;;;;23.85;42.75;99435.00;0.00;;;;
1614435185;1.00;1.00;;;;23.84;42.78;99435.00;0.00;;;;
1614435195;1.00;1.00;;;;23.84;42.78;99435.00;0.00;;;;
1614435205;1.00;1.00;;;;23.83;42.79;99435.00;0.00;;;;
1614435215;1.00;1.00;;;;23.84;42.77;99435.00;0.00;;;;
1614435225;1.00;1.00;;;;23.84;42.79;99434.00;0.00;;;;
1614435235;1.00;1.00;;;;23.84;42.80;99436.00;0.00;;;;
1614435245;1.00;1.00;;;;23.84;42.80;99434.00;0.00;;;;
1614435255;1.00;1.00;;;;23.84;42.81;99433.00;0.00;;;;
1614435265;1.00;1.00;;;;23.84;42.80;99434.00;0.00;;;;
1614435275;1.00;1.00;;;;23.85;42.83;99432.00;0.00;;;;
1614435285;1.00;1.00;;;;23.85;42.84;99433.00;0.00;;;;
1614435295;1.00;1.00;;;;23.85;42.86;99431.00;0.00;;;;
1614435305;1.00;1.00;;;;23.85;42.87;99431.00;0.00;;;;
1614435315;1.00;1.00;;;;23.84;42.89;99432.00;0.00;;;;
1614435325;1.00;1.00;;;;23.83;42.89;99433.00;0.00;;;;
1614435335;1.00;1.00;;;;23.83;42.94;99430.00;0.00;;;;
1614435345;1.00;1.00;;;;23.84;42.93;99433.00;0.00;;;;
1614435355;1.00;1.00;;;;23.83;42.89;99433.00;0.00;;;;
1614435365;1.00;1.00;;;;23.83;42.92;99433.00;0.00;;;;
1614435375;1.00;1.00;;;;23.83;42.94;99431.00;0.00;;;;
1614435385;1.00;1.00;;;;23.83;42.92;99431.00;0.00;;;;
1614435395;1.00;1.00;;;;23.83;42.93;99431.00;0.00;;;;
1614435405;1.00;1.00;;;;23.83;42.94;99433.00;0.00;;;;
1614435415;1.00;1.00;;;;23.83;43.02;99432.00;0.00;;;;
1614435425;1.00;1.00;;;;23.83;42.96;99431.00;0.00;;;;
1614435435;1.00;1.00;;;;23.83;42.94;99433.00;0.00;;;;
1614435445;1.00;1.00;;;;23.83;42.99;99430.00;0.00;;;;
1614435455;1.00;1.00;;;;23.82;42.94;99431.00;0.00;;;;
1614435465;1.00;1.00;;;;23.82;42.95;99432.00;0.00;;;;
1614435475;1.00;1.00;;;;23.82;42.96;99433.00;0.00;;;;
1614435485;1.00;1.00;;;;23.82;42.94;99432.00;0.00;;;;
1614435495;1.00;1.00;;;;23.82;42.96;99432.00;0.00;;;;
1614435505;1.00;1.00;;;;23.83;43.00;99433.00;0.00;;;;
1614435515;1.00;1.00;;;;23.83;42.99;99432.00;0.00;;;;
1614435525;1.00;1.00;;;;23.83;42.97;99432.00;0.00;;;;
1614435535;1.00;1.00;;;;23.83;42.95;99433.00;0.00;;;;
1614435545;1.00;1.00;;;;23.83;42.90;99431.00;0.00;;;;
1614435555;1.00;1.00;;;;23.82;42.94;99435.00;0.00;;;;
1614435565;1.00;1.00;;;;23.82;42.99;99435.00;0.00;;;;
1614435575;1.00;1.00;;;;23.82;42.97;99433.00;0.00;;;;
1614435585;1.00;1.00;;;;23.82;42.97;99436.00;0.00;;;;
1614435595;1.00;1.00;;;;23.82;42.96;99435.00;0.00;;;;
1614435605;1.00;1.00;;;;23.82;43.00;99434.00;0.00;;;;
1614435615;1.00;1.00;;;;23.82;42.97;99435.00;0.00;;;;
1614435625;1.00;1.00;;;;23.82;42.96;99434.00;0.00;;;;
1614435635;1.00;1.00;;;;23.82;42.94;99435.00;0.00;;;;
1614435645;1.00;1.00;;;;23.82;42.94;99437.00;0.00;;;;
1614435655;1.00;1.00;;;;23.82;42.96;99436.00;0.00;;;;
1614435665;1.00;1.00;;;;23.81;42.97;99434.00;0.00;;;;
1614435675;1.00;1.00;;;;23.82;42.96;99437.00;0.00;;;;
1614435685;1.00;1.00;;;;23.81;43.00;99436.00;0.00;;;;
1614435695;1.00;1.00;;;;23.82;42.99;99438.00;0.00;;;;
1614435705;1.00;1.00;;;;23.82;42.97;99435.00;0.00;;;;
1614435715;1.00;1.00;;;;23.82;42.95;99435.00;0.00;;;;
1614435725;1.00;1.00;;;;23.82;42.96;99435.00;0.00;;;;
1614435735;1.00;1.00;;;;23.82;42.96;99434.00;0.00;;;;
1614435745;1.00;1.00;;;;23.82;43.00;99434.00;0.00;;;;
1614435755;1.00;1.00;;;;23.81;42.99;99434.00;0.00;;;;
1614435765;1.00;1.00;;;;23.82;43.00;99436.00;0.00;;;;
1614435775;1.00;1.00;;;;23.81;43.00;99433.00;0.00;;;;
1614435785;1.00;1.00;;;;23.81;42.99;99434.00;0.00;;;;
1614435795;1.00;1.00;;;;23.81;43.00;99434.00;0.00;;;;
1614435805;1.00;1.00;;;;23.81;43.00;99433.00;0.00;;;;
1614435815;1.00;1.00;;;;23.81;43.02;99434.00;0.00;;;;
1614435825;1.00;1.00;;;;23.81;43.02;99433.00;0.00;;;;
1614435835;1.00;1.00;;;;23.81;43.01;99433.00;0.00;;;;
1614435845;1.00;1.00;;;;23.81;42.80;99433.00;0.00;;;;
1614435855;1.00;1.00;;;;23.81;43.04;99434.00;0.00;;;;
1614435865;1.00;1.00;;;;23.81;43.04;99433.00;0.00;;;;
1614435875;1.00;1.00;;;;23.81;43.07;99432.00;0.00;;;;
1614435885;1.00;1.00;;;;23.81;43.06;99432.00;0.00;;;;
1614435895;1.00;1.00;;;;23.81;43.07;99431.00;0.00;;;;
1614435905;1.00;1.00;;;;23.81;43.10;99432.00;0.00;;;;
1614435915;1.00;1.00;;;;23.81;43.16;99432.00;0.00;;;;
1614435925;1.00;1.00;;;;23.80;43.16;99433.00;0.00;;;;
1614435935;1.00;1.00;;;;23.80;43.20;99433.00;0.00;;;;
1614435945;1.00;1.00;;;;23.80;43.22;99432.00;0.00;;;;
1614435955;1.00;1.00;;;;23.79;43.25;99430.00;0.00;;;;
1614435965;1.00;1.00;;;;23.79;43.23;99430.00;0.00;;;;
1614435975;1.00;1.00;;;;23.79;43.29;99430.00;0.00;;;;
1614435985;1.00;1.00;;;;23.79;43.30;99430.00;0.00;;;;
1614435995;1.00;1.00;;;;23.79;43.28;99429.00;0.00;;;;
1614436005;1.00;1.00;;;;23.78;43.31;99430.00;0.00;;;;
1614436015;1.00;1.00;;;;23.79;43.32;99431.00;0.00;;;;
1614436025;1.00;1.00;;;;23.79;43.32;99429.00;0.00;;;;
1614436035;1.00;1.00;;;;23.79;43.31;99429.00;0.00;;;;
1614436045;1.00;1.00;;;;23.79;43.34;99429.00;0.00;;;;
1614436055;1.00;1.00;;;;23.78;43.36;99429.00;0.00;;;;
1614436065;1.00;1.00;;;;23.79;43.41;99427.00;0.00;;;;
1614436075;1.00;1.00;;;;23.77;43.64;99425.00;0.00;;;;
1614436085;1.00;1.00;;;;23.76;43.93;99428.00;0.00;;;;
1614436095;1.00;1.00;;;;23.77;43.80;99428.00;0.00;;;;
1614436105;1.00;1.00;;;;23.78;43.77;99428.00;0.00;;;;
1614436115;1.00;1.00;;;;23.78;43.79;99427.00;0.00;;;;
1614436125;1.00;1.00;;;;23.77;43.83;99425.00;0.00;;;;
1614436135;1.00;1.00;;;;23.77;43.79;99427.00;0.00;;;;
1614436145;1.00;1.00;;;;23.77;43.87;99426.00;0.00;;;;
1614436155;1.00;1.00;;;;23.78;43.85;99426.00;0.00;;;;
1614436165;1.00;1.00;;;;23.79;43.85;99426.00;0.00;;;;
1614436175;1.00;1.00;;;;23.79;43.86;99424.00;0.00;;;;
1614436185;1.00;1.00;;;;23.80;43.82;99426.00;0.00;;;;
1614436195;1.00;1.00;;;;23.80;43.81;99424.00;0.00;;;;
1614436205;1.00;1.00;;;;23.80;43.81;99424.00;0.00;;;;
1614436215;1.00;1.00;;;;23.80;43.78;99424.00;0.00;;;;
1614436225;1.00;1.00;;;;23.80;43.76;99424.00;0.00;;;;
1614436235;1.00;1.00;;;;23.80;43.77;99424.00;0.00;;;;
1614436245;1.00;1.00;;;;23.80;43.76;99423.00;0.00;;;;
1614436255;1.00;1.00;;;;23.80;43.71;99424.00;0.00;;;;
1614436265;1.00;1.00;;;;23.79;43.74;99422.00;0.00;;;;
1614436275;1.00;1.00;;;;23.79;43.74;99422.00;0.00;;;;
1614436285;1.00;1.00;;;;23.79;43.74;99421.00;0.00;;;;
1614436295;1.00;1.00;;;;23.79;43.71;99422.00;0.00;;;;
1614436305;1.00;1.00;;;;23.79;43.74;99421.00;0.00;;;;
1614436315;1.00;1.00;;;;23.78;43.74;99422.00;0.00;;;;
1614436325;1.00;1.00;;;;23.77;43.75;99420.00;0.00;;;;
1614436335;1.00;1.00;;;;23.77;43.72;99420.00;0.00;;;;
1614436345;1.00;1.00;;;;23.77;43.72;99420.00;0.00;;;;
1614436355;1.00;1.00;;;;23.77;43.71;99420.00;0.00;;;;
1614436365;1.00;1.00;;;;23.77;43.69;99419.00;0.00;;;;
1614436375;1.00;1.00;;;;23.78;43.71;99422.00;0.00;;;;
1614436385;1.00;1.00;;;;23.77;43.71;99421.00;0.00;;;;
1614436395;1.00;1.00;;;;23.77;43.70;99419.00;0.00;;;;
1614436405;1.00;1.00;;;;23.77;43.71;99418.00;0.00;;;;
1614436415;1.00;1.00;;;;23.76;43.71;99418.00;0.00;;;;
1614436425;1.00;1.00;;;;23.77;43.69;99418.00;0.00;;;;
1614436435;1.00;1.00;;;;23.77;43.69;99420.00;0.00;;;;
1614436445;1.00;1.00;;;;23.77;43.67;99420.00;0.00;;;;
1614436455;1.00;1.00;;;;23.77;43.65;99419.00;0.00;;;;
1614436465;1.00;1.00;;;;23.77;43.64;99419.00;0.00;;;;
1614436475;1.00;1.00;;;;23.78;43.65;99421.00;0.00;;;;
1614436485;1.00;1.00;;;;23.78;43.64;99420.00;0.00;;;;
1614436495;1.00;1.00;;;;23.78;43.63;99422.00;0.00;;;;
1614436505;1.00;1.00;;;;23.78;43.63;99421.00;0.00;;;;
1614436515;1.00;1.00;;;;23.77;43.63;99420.00;0.00;;;;
1614436525;1.00;1.00;;;;23.77;43.64;99420.00;0.00;;;;
1614436535;1.00;1.00;;;;23.77;43.63;99419.00;0.00;;;;
1614436545;1.00;1.00;;;;23.77;43.63;99418.00;0.00;;;;
1614436555;1.00;1.00;;;;23.77;43.63;99421.00;0.00;;;;
1614436565;1.00;1.00;;;;23.76;43.60;99420.00;0.00;;;;
1614436575;1.00;1.00;;;;23.76;43.60;99420.00;0.00;;;;
1614436585;1.00;1.00;;;;23.76;43.59;99421.00;0.00;;;;
1614436595;1.00;1.00;;;;23.76;43.60;99419.00;0.00;;;;
1614436605;1.00;1.00;;;;23.76;43.59;99419.00;0.00;;;;
1614436615;1.00;1.00;;;;23.76;43.52;99419.00;0.00;;;;
1614436625;1.00;1.00;;;;23.76;43.58;99420.00;0.00;;;;
1614436635;1.00;1.00;;;;23.76;43.58;99419.00;0.00;;;;
1614436645;1.00;1.00;;;;23.76;43.56;99420.00;0.00;;;;
1614436655;1.00;1.00;;;;23.76;43.56;99421.00;0.00;;;;
